publisher_id,bgg_id,name_en,description,country_code
pub_36015,36015,"Orange Nebula, LLC","<p><strong><a href=""/boardgamepublisher/36015/orange-nebula-llc"" >Orange Nebula, LLC</a></strong> is a team of creative professionals making pop culturey type things with the goal of inspiring people,",
pub_26030,26030,Grandpa Beck's Games,<p>Grandpa Beck's Games&trade; is a unique way for us to make a personal connection between our family and yours.</p> <p>We are a game playing family. We believe time spent playing games is time spent,
pub_6926,6926,Excalibur (Board Game),<p>Board game publisher.</p>,
pub_27151,27151,Palm Court,"<p>Publisher of Monikers (2014), Wavelength (2019), and The Fuzzies (2020)</p>",
pub_42670,42670,Off the Page Games,"<p><strong>Off the Page Games</strong> is dedicated to making games based off of creator-owned comic books. Run by award-winning game designer, Jay Cormier who designed games like <em>Belfort</em>, <e",
pub_39594,39594,Hunter & Cron,<p>This publisher re-issued the board game Fiese Freunde Fette Feten.</p>,
pub_35126,35126,Roland's Revenge Games,<p>Roland's Revenge Games is a micro publisher and games art studio. Bringing passion projects into reality. The first production from this studio is a Medieval re-implementation of Reiner Knizia's Ba,
pub_27221,27221,Coiledspring Games,"<p>Coiledspring Games are suppliers of an exclusive range of games, jigsaws and puzzles.</p> <p>Starting in 2004 with just one game - Triolet and one puzzle &ndash; Katamino (Both of which have stood ",
pub_52707,52707,Mnogoknig Games,"<p>Boardgame publisher from Latvia, Riga<br /> We work mainly in the family segment. You can offer games for publication. Please write to games@mnogoknig.lv<br /> <a rel=""nofollow"" href=""https://www.f",
pub_54464,54464,Ігрова Майстерня,"<p>We are the Ukrainian publishing company found in 2022.</p> <p>Here is our online-shop of board games and collectible miniatures. Here you can buy a game as a gift, an educational game for children,",
pub_4570,4570,Crómola,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_23494,23494,Oficina do Aprendiz,"<p><a rel=""nofollow"" href=""http://oficinadoaprendiz.com.br"" onclick=""window.open(this.href, '_blank'); return false;"">http://oficinadoaprendiz.com.br</a></p> <p>Oficina do Aprendiz<br /> Rodovia Sc - ",
pub_6350,6350,Smart Zone Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_12402,12402,Tantrix UK Ltd.,"<p>Tantrix UK Ltd<br /> 119 Cedar Rd, Croydon, Surrey, CR0 6UJ<br /> Tel: 020 8680 8918</p>",
pub_26720,26720,Spaghetti Western Games,<p>Spaghetti Western Games is a game design studio dedicated to awesome &ldquo;AAA&rdquo; style hobby games.</p>,
pub_8450,8450,Phalanx Games Deutschland,"<p><strong>Microbadge</strong></p> <p><a href=""/microbadge/2285""><img alt='Microbadge: Phalanx Games fan' onmouseover=""return overlib('Phalanx Games fan', WRAP );"" onmouseout=""return nd();"" title=''cl",
pub_5597,5597,Laser plus,"<p><strong>Admin Comment</strong><br /> this company is defunct</p> <p>the operations of the company have been replaced by <strong><a href=""/boardgamepublisher/31372/igroljub"" >Igroljub</a></strong></",
pub_47140,47140,گیمِ پندو (Pendo Games),"<p><strong>گیمِ پندو</strong> (Pendo Games) is an Iranian game publisher.</p> <p>Active since 2018<br /> Based in Iran, Tehran<br /> Main Activity: Distributing and Producing Board Games and Card Game",
pub_28545,28545,Petersen Games,"<p>Petersen Games is a small board game developer/publisher founded in 2013 by legendary board and video game designer Sandy Petersen (Call of Cthulhu, Runequest, Darklands, Hyperspeed, Doom, Doom 2, ",
pub_24792,24792,Green Eye Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_454,454,Goliath Games,"<p>Goliath Games is an international manufacturer and distributor of toys and games (among the brands we market are Rummikub, Triominos, Rolit, Wordsearch, Pop the Pig, Doggie Doo, Gooey Looey, Robofi",
pub_153,153,Ideal,"<p><em>Completely unrelated to the South African <a href=""/boardgamepublisher/5670/ideal-games-i"" >Ideal Games (I)</a> which published a single game in the 1960s.</em></p> <p>From Wikipedia:</p> <p>&q",
pub_50857,50857,Ingenio Games,<p>Editorial espa&ntilde;ola de juegos de mesa.</p>,
pub_43014,43014,Baborka Games,"<p>Iranian tabletop game publisher which has founded in 2016 in Tehran with the goal of promoting tabletop gaming, analog playing instead of being exhausted in digital gaming space. And of course with",
pub_11,11,F.X. Schmid,"<br /> <p><strong>Microbadge</strong></p> <p><img src=""https://cf.geekdo-static.com/images/microbadges/mb_FXSchmidt.gif"" alt=""http://files.boardgamegeek.com/images/microbadges/mb_FXSchmidt.gif"" title=",
pub_48745,48745,SPIEL DAS! Verlag,"<p>SPIEL DAS! ist kein normaler Verlag. Wir sind Spieler, die ihre Leiden&shy;schaft zum Beruf gemacht haben. T&auml;glich t&uuml;fteln wir an neuen Spiele-Ideen &ndash; immer mit einem Ziel vor Augen",
pub_18477,18477,Top Toys,<p><strong>Top Toys</strong> is an Argentinian toy and game publisher.</p>,
pub_45931,45931,Zito! Ώρα για παιχνίδι,<p>Discover series board games and enter in Zito!'s World!</p> <p>ZITO!'s goal is to bring family and friends together and break the everyday life routine. ZITO publishes fun and educational board gam,
pub_28402,28402,פרש משחקים: Game Knight,"<p>פרש משחקים היא ענף בחברת אינפומנסרז בע&quot;מ הממונה על תרגום והפצה של משחקי קופסה מתורגמים בשוק הישראלי, בדגש על משחקי אסטרטגיה בעלי אינטראקציה גבוהה בין שחקן לשחקן. מטרתנו היא לפתח את תחום משחקי ",
pub_5392,5392,Schmidt France,"<p>A subsidiary of <a href=""/boardgamepublisher/38/schmidt-spiele"" >Schmidt Spiele</a>.</p> <p><br /> <strong>Microbadge</strong></p> <p><img src=""https://cf.geekdo-static.com/images/microbadges/schmi",
pub_4622,4622,Selecta Spel en Hobby,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_7107,7107,"Smart Games, Inc.","<p><strong>User Summary</strong></p> <p>Smart Games, Inc. was a developer and publisher of computer games in the mid 1990s. Their games include Smart Games Challenge #1, Smart Games Stratajams and Sma",
pub_13433,13433,Minion Games,"<p>Note as of 2024:</p> <p>Sadly,the man behind the games and company passed away unexpectedly a few years ago. His survivors resolved outstanding issues, closed the studio. He and his games are a sad",
pub_56105,56105,Fun Games Shop,<p>Publisher from Ukraine</p>,
pub_39914,39914,Indie Game Studios,"<p>Announced on August 3, 2018, Indie Boards &amp; Cards and Stronghold Games merged, creating a new entity called Indie Game Studios. Action Phase Games was also folded under this new entity. Here is",
pub_39848,39848,Zygomatic,<p><strong>Zygomatic</strong> is a publishing imprint of Asmodee.</p>,
pub_36504,36504,Boardcubator,<p>Boardcubator is an independent platform for boardgame developers. Our main goal is to make it easier for game designers to make their dream projects happen. We don't want to become an independent p,
pub_5407,5407,Asmadi Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6521,6521,Tropical Games,"<br /> <p><strong>Microbadge</strong></p> <p><img src=""https://cf.geekdo-static.com/images/microbadges/tropicalgames.gif"" alt=""http://files.boardgamegeek.com/images/microbadges/tropicalgames.gif"" titl",
pub_8617,8617,Idea Edizioni,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_11453,11453,Microsoft Game Studios,"<p>Microsoft began publishing games relatively shortly after its formation, releasing Microsoft Adventure and Microsoft Flight Simulator 1.0 in 1982. In 1995 it formally set up the Entertainment Busin",
pub_24886,24886,Ninive Games,<p>game publisher</p>,
pub_45860,45860,Glass Cannon Unplugged,"<p>Founded by seasoned video game industry veterans and life-long tabletop gamers with 50+ years of collective experience, <em>Glass Cannon Unplugged</em> is a tabletop game studio created with one cl",
pub_58635,58635,Fun Geek Shop,"<p>Geeky, fun, and straight outta Ukraine.</p> <p><strong>Microbadge:</strong><br /> <a href=""/microbadge/58073""><img alt='Microbadge: Fun Geek Shop' onmouseover=""return overlib('Fun Geek Shop', WRAP ",
pub_23957,23957,Gamelyn Games,"<p><strong>Gamelyn Games</strong> founded by Michael Coe and best known for their Tiny Epic games, delivers thought provoking, high quality, and affordable products with top-notch customer service.</p",
pub_43326,43326,Taverna Ludica Games,"<p>We are Taverna Ludica.</p> <p>Immerse yourself in a world of adventure, fun and fascination.</p> <p>At the end of 2018, we launched this publishing company to introduce you to new, exciting and mov",
pub_9695,9695,Clever Mojo Games,"<p>Clever Mojo Games was a small game studio based out of Edmonds, Washington. Its founder was <a href=""/boardgamedesigner/13855/w-david-mackenzie"" >W. David MacKenzie</a>. CMG worked with independent",
pub_11199,11199,LocWorks,"<table cellpadding=""8"" align=""right""> <tr> <td> <div><a href=""/image/615665"" ><img border=0 src=""https://cf.geekdo-images.com/yD8whrUZGCZJDRDHMV-3EA__thumb/img/iBuKJQPJwg7uwo3Gc8a1csdcMo8=/fit-in/200x",
pub_54941,54941,Meeple King,<p>Iranian publisher</p>,
pub_15522,15522,Rocks Games,"<p>After several years of company and educational related boardgame (projects), Rocks Games launched a consumer label in 2010.</p>",
pub_34669,34669,Fowers Games,"<p><strong>User Summary</strong></p> <p>Fowers Games is a small game studio created by <a href=""/boardgamedesigner/37740/tim-fowers"" >Tim Fowers</a> to digitize Fowers' board game designs and create s",
pub_9139,9139,Hall Games,"<p>Publishing company for gamers.</p> <hr /> <p><strong>Microbadge:</strong></p> <p><a href=""/microbadge/40235""><img alt='Microbadge: H@ll Games' onmouseover=""return overlib('H@ll Games', WRAP );"" onm",
pub_52393,52393,Ghost Galaxy,"<p>Ghost Galaxy is a new tabletop game publisher dedicated to combining the camaraderie and immediacy of traditional tabletop games with the power of smartphones, tablets, and other digital devices.</",
pub_57381,57381,Anne,"<p>Founded in 2007 by an idealistic teacher and an engineer couple, &quot;Anne - Her Yaşa Akıl Oyunları&quot; is a company that has been introducing people of all ages to mind and intelligence games f",
pub_52250,52250,Hunter & Friends,"<p>Hunter &amp; Friends is a publisher that reissues out-of-print games, such as Mission Red Planet, in cooperation with the original publishers.</p>",
pub_8328,8328,Gemblo Company,"<p><strong>Microbadge:</strong></p> <p><a href=""/microbadge/36419""><img alt='Microbadge: Gemblo, Inc. fan' onmouseover=""return overlib('Gemblo, Inc. fan', WRAP );"" onmouseout=""return nd();"" title=''cl",
pub_1629,1629,Histogame,"<p><a rel=""nofollow"" href=""http://histogame.de"" onclick=""window.open(this.href, '_blank'); return false;"">http://histogame.de</a></p> <br /> <p><strong>Microbadge</strong></p> <p><img src=""https://cf.",
pub_48236,48236,Mostafil Games,<p>Iranian Boardgame Publisher and Manufacturer</p>,
pub_25970,25970,F2Z Digital Media Inc.,"<p>Z-Man Games is proud to announce the creation of F2Z Digital Media Inc. that will develop and launch digital versions of board games! Since its creation in 1999, Z-Man Games has developed a strong ",
pub_57797,57797,M&V Games Distribution,"<p>M&amp;V Games Distribution is a publisher and distributor of high-quality board games, accessories for trading card games (TCG), and art products like Diamond Paintings and Paint by Numbers. With m",
pub_1017,1017,ABRA,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_61847,61847,Amerous Games,"<p>Amerous is a leading manufacturer of high-quality tabletop games, dedicated to delivering exceptional craftsmanship, innovative designs, and unparalleled customer service. Since our inception, we h",
pub_46857,46857,Ancient Chess,<p>Chess Through History and Around the World. Ancient Chess.com is dedicated to the many forms of chess that have arisen all around the world over the past 1500 years.</p>,
pub_9729,9729,Bar-Zim,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_8988,8988,Bayerwald Spiele,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_690,690,Berwick's Toy Co. Ltd.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_4371,4371,Big League Promotions Corp.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_59242,59242,Biltema,"<p>Biltema is an automobile parts store that branched out. They also have general building materials and paraphenalia. As such, extremely popular traditional games such as chess can be bought there as",
pub_26112,26112,Bisonte,"<p>Bisonte es la marca de productos que fabrica Las Vegas Juegos de Sal&oacute;n &reg;.</p> <p>Por nuestra trayectoria y experiencia dentro del mercado, nos enfocamos en los juegos de sal&oacute;n, ac",
pub_73,73,Blatz,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_31386,31386,Bozart Toys,"<p>Bozart is a design, development, manufacturing and distribution company founded in 1996 to provide actively exhibiting museum quality artists the opportunity to design affordable children and &ldqu",
pub_55720,55720,BulbHead,"<p>BulbHead is the home of bright ideas; a place where you&rsquo;re sure to find something for everyone! So if you're looking for smart solutions for everyday problems, you've come to the right place.",
pub_225,225,Cardinal,"<p>For over 50 years Cardinal has been manufacturing quality board, card, and travel games such as Dominoes, Mancala, Chess, Checkers, and Bingo. <br /> Cardinal also works closely with retailers on P",
pub_24091,24091,à la carte AG,<p>game publisher</p>,
pub_507,507,Chad Valley Co Ltd.,<p>The Chad Valley Co Ltd. sometimes published products with either <em>The &quot;Chad Valley&quot; Games</em> or <em>Chad Valley series of games</em> on the cover.</p> <hr /> <p><strong>Admin Note:</,
pub_4718,4718,Challenge Master Game Co Ltd,"<p>This publisher produced versions of classic games for distribution via retail stores. For example, games were sold via KB Toys, a general toy store found in shopping malls in the Northeast US.</p> ",
pub_1958,1958,Character Games LTD,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_40061,40061,Chess Geeks,<p>This board game publisher uses the web site chessgeeks.com.</p>,
pub_41671,41671,ChessUSA,<p>A chess store that has been in existence since 1978.</p>,
pub_16846,16846,Chupa Chups,"<p>website: <a rel=""nofollow"" href=""http://www.chupachups.com/"" onclick=""window.open(this.href, '_blank'); return false;"">http://www.chupachups.com/</a></p> <p>They have made promotional game of Goose",
pub_789,789,Classic Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_11001,11001,Comedy Central,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_41769,41769,Comedy Partners,<p>A division of Comedy Central (from back of box)</p>,
pub_691,691,David Westnedge,"<p>David Westnedge worked for many years with Waddingtons Games, but left in the 80's to form this publishing house to primarily sell playing cards. The company has been distributing playing cards and",
pub_8234,8234,DeAgostini,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_51837,51837,DGT,"<p>DGT designs, develops, manufactures and distributes a wide range of chess-related products worldwide, such as digital chess clocks and game timers, as well as electronic chess boards, chess compute",
pub_24954,24954,Dourios,<p>A former publishing company that does not exist anymore. Specialized in pocket games.</p> <p>&Gamma;&nu;ώ&rho;&iota;&sigma;&alpha; &tau;&omicron;&nu; &Kappa;ύ&rho;&iota;&omicron; &Tau;ά&kappa;&eta;,
pub_8942,8942,DreamWorks,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_8359,8359,Efko,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_12542,12542,EnumeroCribbageBoards,"<p>From publisher's website:</p> <p>Enumero Cribbage boards are hand crafted in small batches using beautiful,warm hardwoods and richly colored inlay. Each and every board is unique in its appearance,",
pub_10964,10964,Excalibur Electronics,"<p>Publisher of a variety of electronic versions of classic games. Games include Chess, Backgammon and card games in table-top and hand-held models. Also a producer of hand-held and television video g",
pub_13397,13397,Fifth Avenue Crystal Ltd.,"<p>Fifth Avenue Crystal is (or was) &quot;a leading supplier of crystal giftware, tableware and decorative accessories&quot;, according to a variety of their press releases available on encyclopedia.c",
pub_4955,4955,FridgePlay,"<p>When chess players Marty Fox and Scott Stirling met at a party, they found themselves in the kitchen, next to the fridge (a common enough event). But it set them thinking about how, in today's fast",
pub_200,200,Fundex,"<p>According to Wikipedia, Fundex filed for bankruptcy in 2012.</p>",
pub_103,103,Gibsons,"<p>(cross reference with <a href=""/boardgamepublisher/1425/h-p-gibson-and-sons"" >H. P. Gibson & Sons</a> and <a href=""/boardgamepublisher/3211/gibson-game-company"" >Gibson Game Company</a>)</p> <p><st",
pub_247,247,Golden,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_55750,55750,HAY,"<p>Designed for HAY by Clara von Zweigbergk, Play adds a modern twist to some of the most popular board games. Fresh colours and appealing graphics breathe new life into the classic games of Chess, Ba",
pub_52774,52774,Hearth & Hand with Magnolia,"<p>Launched in November 2017, Hearth &amp; Hand with Magnolia is a Target-exclusive home and lifestyle brand designed in partnership with Chip and Joanna Gaines. Their board games feature a modern far",
pub_1375,1375,Heyne,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_4721,4721,Holdson,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_897,897,Homas Spelen,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1758,1758,House Martin,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1195,1195,House of Marbles,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_8856,8856,House of Staunton,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_7112,7112,Imaginarium,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2257,2257,innovative KIDS,"<p>Address: 18 Ann Street, Norwalk, CT 06854<br /> Phone: 203.838.6400<br /> Website: www.innovativekids.com/<br /> Email: info@innovativekids.com<br /> (as at October 2012)</p>",
pub_233,233,Invicta Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3277,3277,K & C Ltd,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_35495,35495,Kingsway Inc,"<p>From the <em><a href=""/boardgamepublisher/8856/house-of-staunton"" >House of Staunton</a></em> website:</p> <p>(<a rel=""nofollow"" href=""http://chessantiques.com/product/kingsway-varsity-plastic-ches",
pub_2965,2965,Kitfix Swallow Group,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_42352,42352,Meeple On Board,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_39453,39453,Side Room Games,"<p>Founded in 2017, Side Room Games is focused on getting games from new designers out to the community. They focus on games that are print and play gems and making published versions to reach a broad",
pub_36580,36580,Elf Creek Games,"<p>Elf Creek Games was a board and card game publishing company based in Champaign-Urbana, Illinois. The company was founded by Brent Dickman and Michael Hinson.</p> <p>Elf Creek Games believes in pub",
pub_5382,5382,"Valley Games, Inc.",<p><strong>Valley Games</strong> started out as two friends looking for what they could do for the gaming community. They decided to start publishing new quality games and reprint beloved classics. Th,
pub_2024,2024,Lui-même,"<p><strong>Lui-m&ecirc;me</strong> was founded in 1999 by designer <a href=""/boardgamedesigner/219/philippe-des-pallieres"" >Philippe des Pallières</a>, who sold the company to <a href=""/boardgamepubli",
pub_22652,22652,Marabunta,<p><em>Description from the publisher:</em></p> <p>Marabunta is the brand new Asmodee creative studio. We aim to create strongly themed games with innovative systems.</p> <p>Directed and manned by exp,
pub_29198,29198,PSC Games,"<p>According to Will Townshend, owner of The Plastic Soldier Company, &quot;We're an independent company specializing in miniature figures and board games. We pride ourselves on our quality and expert",
pub_33628,33628,Mighty Boards,<p>There are few things we love more in life than opening a box full of beautiful game pieces and immersing ourselves in the shared imaginary worlds they project. We formed Mighty Boards to have the p,
pub_55478,55478,Happy Camper,<p><strong>Happy Camper</strong> has a simple mission: bring families closer together through the power of face-to-face play. We make products that foster memorable moments of joy and connection acros,
pub_43387,43387,Mar Lúdico,<p>Peruvian distributor and publisher of board games.</p>,
pub_56783,56783,Yas!Games,<p>YAS!GAMES is a Party Games line for fantastic party games between friends. Table games that will test your friends!</p>,
pub_2,2,Moskito Spiele,"<br /> <p><strong>Microbadge</strong></p> <p><img src=""https://cf.geekdo-static.com/images/microbadges/moskitomicrobadge2ea9.gif"" alt=""http://files.boardgamegeek.com/images/microbadges/moskitomicrobad",
pub_49415,49415,Earthborne Games,"<p>Earthborne Games, founded in 2020 by industry veteran Andrew Navaro, creates breathtaking tabletop games that prioritize environmental sustainability in every aspect of their creation &ndash; from ",
pub_11752,11752,Level 99 Games,"<p>Level 99 Games is a publisher and game design team located at <a rel=""nofollow"" href=""https://www.level99games.com"" onclick=""window.open(this.href, '_blank'); return false;"">www.level99games.com</a",
pub_7772,7772,Mercurio,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_333,333,Hartland Trefoil Ltd.,"<p>Company founded in 1971 by Francis Tresham, the designer of 1829, the first 18xx game, and Civilization.</p>",
pub_5979,5979,Spiel & Kunst,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_307,307,Welt der Spiele,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_44,44,Goldsieber Spiele,"<strong>Goldsieber</strong> belongs to <strong>Noris</strong> which is part of the <strong>Simba-Dickie-Group</strong>.<br /> <p><strong>Microbadge</strong></p> <p><img src=""https://cf.geekdo-static.c",
pub_6,6,Historien Spiele Galerie (Historien Spielegalerie),<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_9287,9287,Kanga Games,"<p>G&rsquo;day! Welcome to Kanga Games!</p> <p>Kanga Games was formed in 2005 by a couple of funky, game-loving people with a mission to promote quality time with family and friends through playing th",
pub_254,254,University Games,"<p>Founded in 1985, <strong>University Games</strong> has made over 200 games.</p> <p>Acquisitions:</p> <p>&bull; 2008 &mdash; <a href=""/boardgamepublisher/1138/sababa-toys-inc"" >Sababa Toys, Inc.</a>",
pub_24589,24589,Gremlin Project,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_27147,27147,Monolith Board Games,<p>Monolith Edition was founded in 2014 to offer miniature tabletop games providing unforgettable experiences thanks to their richly detailed words and the quality of every project phase.</p> <p>Monol,
pub_33579,33579,Mythic Games,<p><strong>Mythic Games</strong> was a tabletop game publisher established in Luxembourg in 2015 and became one of the top grossing Kickstarter board game publishers. They aimed to create and develop ,
pub_1711,1711,Synergy Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_42511,42511,Djama Games,"<p>--EN--<br /> Djama Games spawns from our passion for board games and the will to share them with other players. We choose the ones that we love the most, we work on them with care and we bring them",
pub_7325,7325,ElfinWerks,"<p>Elfinwerks was established in 2007 by Will and Schar Niebling. Will has previously been VP of Sales at TSR, founder of Will Niebling &amp; Associates, and CEO of Mayfair. His wife Schar has worked ",
pub_6174,6174,Ulisses Spiele,"<p>User Summary:</p> <p>Ulisses Spiele was founded in 1991 by Ulrich (Uli) Roos. It is a publisher and distributor of board games, tabletop games, and rpgs.<br /> Not to be confused with <a href=""/rpg",
pub_39733,39733,Underdog Games (I),<p><strong>Underdog Games</strong> was created with the mission to bring people together by sharing the joy of board games with the world. We are a publisher of family-friendly games that appeal to a ,
pub_2378,2378,Copag Cards (Copag),<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6818,6818,Corfix,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_5640,5640,Kikigagne?,"<br /> <p><strong>Microbadge</strong></p> <p><img src=""https://cf.geekdo-static.com/images/microbadges/kikgagne.gif"" alt=""http://files.boardgamegeek.com/images/microbadges/kikgagne.gif"" title=""http://",
pub_4819,4819,Dr. Wood Challenge Centre,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2956,2956,Shafir Games (המשחקים של חיים שפיר),<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_27603,27603,Nauvoo Games,"<p>Founded in 2014, <strong>Nauvoo Games</strong> is the byproduct of a life-long gaming hobby, which brought co-founders <a href=""/boardgamedesigner/76232/brett-sobol"" >Brett Sobol</a> and <a href=""/",
pub_47280,47280,EDGE Studio,"<p>From publisher blurb:</p> <p>Are you ready for the flight?<br /> The people who founded Asmodee, Fantasy Flight Games and Edge Entertainment are role-players. Maybe you are old enough to remember t",
pub_12275,12275,Treefrog Games,<p>&quot;Treefrog Games is now the name for the company that used to be called Warfrog Games. The name change also marks a change in direction. Designs will be reprinted depending on the level of dema,
pub_2738,2738,E L & M Productions,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_38926,38926,Houpaa,<p><strong>Hoopa</strong> publication is a house engaged in publishing fiction and nonfiction books and board games for children and young adults based in Iran-Tehran.</p> <p>Houpaa started its activi,
pub_3364,3364,Millenium,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_26450,26450,Succubus Publishing,"<p>Succubus Publishing is a Salt Lake City based company which specializes in revolutionary, seductive gaming.</p>",
pub_1749,1749,Interlude,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_39164,39164,BoardGameTables.com,"<p>BoardGameTables.com wants to make every part of your game night special.</p> <p>We were founded in 2014 by Chad DeShon, a gamer who wanted a nice table for playing board games, and figured other pe",
pub_31418,31418,Catan Studio,"<p><strong>Catan Studio</strong> is, according to its owner, an &quot;independent, flexible and creative unit within the Asmodee Group is dedicated to the development of a broad array of <em>Catan</em",
pub_496,496,danspil,"<p><strong>Website:</strong> <a rel=""nofollow"" href=""http://www.danspil.dk/"" onclick=""window.open(this.href, '_blank'); return false;"">http://www.danspil.dk/</a></p>",
pub_26990,26990,Dexy Co,<p>Serbian company for children toys and clothes that released The Settlers of Catan on Serbian language. From 2012 is also present in Slovenia.</p>,
pub_116,116,Eurogames,"<p>Eurogames is a publisher of board games, founded in 1984 as Jeux Rexton (Rexton Games) to publish the man-to-man miniature combat game, Cry Havoc and its expansions. In 1988 Duccio Vitale expanded ",
pub_4417,4417,Hanayama,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_29036,29036,IntelliGames.BG,<p>Bulgarian board game publisher.</p>,
pub_2654,2654,L&M Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3533,3533,Logojogos,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_30088,30088,Super Impulse,"<p>From publisher's website:</p> <p>Super Impulse is committed to innovative toys, novelties, and accessories for kids and the young at heart. We offer licensed and non-licensed products designed to e",
pub_6011,6011,Oya,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_900,900,Green Board Game Co.,<p>THE GREEN BOARD GAME COMPANY (who own BrainBox) was set up in 1991 to invent games for people to play and learn together.</p> <p>Why &lsquo;Green&rsquo; you may be asking? All those years ago we re,
pub_4977,4977,Kirjalito,"<p>The name is an acronym from <strong>Kirja</strong> (book) and <strong>Lito</strong> (short for lithography). Not surprisingly, the main niche of the publisher is and was books, especially children'",
pub_1594,1594,Litor,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_50617,50617,Fun Supply,"<p>Fun Supply ist ein Grossh&auml;ndler f&uuml;r Spielwaren, Freizeitprodukte und Lizenzartikel in Europa.</p> <p>Wir sehen uns als paneurop&auml;ischer Distributor, der versucht Br&uuml;cken innerhal",
pub_48349,48349,Alibi,<p><strong>User Summary</strong></p> <p>Indie videogame developer.</p>,
pub_6846,6846,Flying Frog Productions,"<p><strong>Microbadge</strong></p> <p><a href=""/microbadge/6423""><img alt='Microbadge: Flying Frog Productions fan' onmouseover=""return overlib('Flying Frog Productions fan', WRAP );"" onmouseout=""retu",
pub_7365,7365,Play Factory,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6567,6567,Adventureland Games,"Adventureland Games, publishing imprint of <a href=""/boardgamedesigner/8347/phil-walker-harding"" >Phil Walker-Harding</a>, <br /> makes exciting strategy boardgames! Adventureland Games produces title",
pub_4192,4192,"Deep Thought Games, LLC","<p>Deep Thought Games, LLC is a low-volume publisher of handmade boardgames. Our process is largely manual, but the quality is generally as good as traditional games publishers (some aspects are a bit",
pub_31085,31085,Golden Spike Games,"<p>Golden Spike Games does fulfillment of orders for <strong><a href=""/boardgamepublisher/4192/deep-thought-games-llc"" >Deep Thought Games, LLC</a></strong>. The games are identical to those that Deep",
pub_47202,47202,Neptuno Games,"<p><strong>Neptuno Games</strong> is an Argentinian publisher, and its first release was <em>Draftosaurus</em>, as announced on November 20, 2020.</p>",
pub_562,562,Endless Games (I),"<p>Founded by industry veterans Mike Gasser, Kevin McNulty and game inventor Brian Turtle, Endless Games specializes in games that offer classic entertainment and hours of fun at affordable prices.</p",
